Company,Star Rating,Current Employee,Work Duration,Review Title,Date Posted,Job Title,Job Location,Recommend,CEO Approval,Business Outlook,Pros,Cons,Advice to Management
Meta,5.0,0,more than 1 year,A fantastic experience,2021-01-03,Technical Sourcer,"London, England",2,0,2,"- Great people (very humble and intelligent)
- Incredible culture (a very unique place in this sense)
- Career evolution and tracks are very meritocratic and helps you to grow into your role without having to lead or manage",The company is now more than 60k people and it's becoming less interesting in terms of challenges to solve (a lot of already charted territories in recruitment at least),
Meta,5.0,1,more than 1 year,Do not like,2021-03-20,Project Manager,North West,-1,-1,2,hours are flextime daily at work,Hours are long and the best thing to you have,north
Meta,5.0,1,more than 5 years,great job,2021-03-15,Global Operations Manager,"Dublin, Dublin",2,2,2,you are an integral part of the business and how we operate,a lot of responsibilities that you have to manage,
Meta,5.0,1,less than 1 year,Amazing company,2021-03-15,Operations Specialist,"Dublin, Dublin",2,2,2,"Benefits, interesting work, fair compensation.",Working late due to global timezones,
Meta,5.0,1,more than 1 year,Administrative Specialist,2021-03-15,Administrative Specialist,"São Paulo, São Paulo",2,2,2,"Good benefits, salary and ambient of work",for most of the times we have a high amount of things to do,
Meta,5.0,1,more than 1 year,Awesome place to work for,2021-02-27,Communications Manager,Singapore,2,2,2,"Good environment, good trainings, good salary, opportunity to grow, amazing offices, amazing people","Too complex, too big, little process, too many issues",N/a
Meta,5.0,1,more than 1 year,Best place to work for,2021-03-01,Solutions Engineer,"London, England",2,2,2,"Amazing salary and benefits, freedom to work on stuff you like, smartest people i have ever worked with.",Big corporate processes might slow you down a bit,
Meta,5.0,1,more than 1 year,Great working culture,2021-03-24,Client Solutions Manager,Singapore,2,2,2,Good learning environment and supportive culture.,A lot of internal tools and processes.,
Meta,5.0,1,less than 1 year,Market research,2021-03-19,Reasercher,"Durham, England",2,2,2,Fun exciting pay environment and security,"Remembering everyone’s name , turnover holidays",Keep up the good work
Meta,3.0,1,more than 5 years,Could be better,2021-06-01,Coordonator,"Dublin, Dublin",-1,-1,-1,"Pay is average, good connections","Overworked and understaffed, you are just a number for the company",
Meta,5.0,1,more than 1 year,Recruiter,2021-03-25,Recruiter,Hong Kong,2,2,2,"people caring company, fast pace",specific work division that somehow limit growing opportunity,
Meta,5.0,1,more than 3 years,Good for junior ENGs,2021-03-01,Software Engineer,"Vancouver, BC",2,2,2,"- move fast, 
- good compensation and benefits","- move fast and focused on short-term things most 
- 2 PSCs per year could be stressful.",
Meta,5.0,1,more than 3 years,Good place to grow and it's great to work with smart people,2021-03-02,Senior Production Engineering Manager,"London, England",2,2,2,"- compensation 
- projects 
-people
- perks
-day to day flexibility",- difficult to navigate the company's complexity,
Meta,5.0,0,more than 5 years,Best company,2021-03-23,Product Designer,"London, England",2,0,2,It's the best company ever,None that I can think of,
Meta,3.0,1,,Good,2021-06-14,Account Manager,"Dublin, Dublin",0,0,0,"Food and people, fun times","Drinks and management, nothing else",
Meta,5.0,1,less than 1 year,Great place to work,2021-01-19,Market Specialist,"Dublin, Dublin",2,2,2,"You have the opportunity to work on very interesting projects while making great impact on product and building up a diverse set of work skills.
There are performance reviews often.
Great learning experience.
Good work perks and benefits.
Very nice people to work with.
Fast paced environment.",No cons so far to mention about.,
Meta,5.0,1,more than 3 years,Love my job,2021-03-11,Software Engineer,"London, England",2,1,1,Very very very big salary,No cons because of very big salary,
Meta,1.0,0,less than 1 year,Absolutely worst place to work for,2021-04-15,Market Manager,"Dublin, Dublin",-1,-1,-1,"Benefits, food, it equipment, health insurance","Toxic environment, Irish mafia, goals aren't clearly defined, there are no kpis to measure success so everything is very subjective. If your manager likes you, you are fine but if your manager doesn't like you, you are screwed. There's bullying in place i've never seen so many people going on work related stress leave in my life. Worst company to work for, wouldn't recommend it to my enemies even!!!",cut the bs
Meta,5.0,1,more than 1 year,Nice people,2021-02-19,Production Engineer,"Dublin, Dublin",2,1,2,Some of the smartest and nicest bunch of geeks I ever got a chance to work with.,"Company is slowly growing into a corporate environment, with everything that implies.",-
Meta,5.0,1,,Great company,2021-03-10,Manager,Singapore,2,2,2,"Culture, Pay, Flexibility, benefits, nice office",The company has grown to a point where individual growth is slow.,
Meta,5.0,0,more than 3 years,intelligence,2021-03-08,Investigations Manager,"Dublin, Dublin",2,0,1,"everything , good, tech, fair, immediate","none, location, transport non remote, salary review unfair,",get more people in investigations
Meta,5.0,1,more than 1 year,Great,2021-03-21,Market Specialist,"Dublin, Dublin",2,2,2,"Interesting work
Benefits
Competitive salary
Free food
Kind culture","Lack of clarity
Lack of guidance",
Meta,5.0,1,more than 5 years,Nice working,2021-03-18,Financial Analyst,Bangalore,2,0,2,Good company to work for,Less salary is paid every year,
Meta,5.0,1,less than 1 year,Good,2021-03-16,Live Stream Host,Singapore,2,2,1,Good very good I love Facebook,Not much ppl watch my live,NA
Meta,5.0,0,more than 5 years,Best company in the world.,2021-01-16,Client Solutions Manager,Singapore,2,2,2,"Work life balance and the overall benefits, RSU and competitive salary, puts a lot of efforts in growing great managers.",people trying to be too perfect.,"as the company grows, watch out for political people, they will drain you and not let you see the true picture."
Meta,5.0,1,more than 3 years,Great place to work,2021-03-10,Learning And Development Specialist,"Dublin, Dublin",2,2,2,Great pay and perks and interesting job,It gets very busy some time,
Meta,3.0,0,,Good benefits,2021-06-04,Recruiting,"Dublin, Dublin",0,0,0,"Free food, good incentives, good benefits","Lack of support, no career development",
Meta,5.0,1,,Great place to work,2021-02-17,Business Integrity Associate,Singapore,0,0,0,Amazing colleagues and benefits. Interesting issues to tackle every day.,Hours can be quite bad for APAC. Have to take calls at night during NA hours.,
Meta,4.0,1,less than 1 year,Good for growth,2021-06-08,Software Engineer,Singapore,2,2,2,"fast-paced, can learn a lot",WLB is not the best,
Meta,3.0,1,,yes,2021-06-04,Escalations Specialist,"Dublin, Dublin",0,0,0,"many learning resources like language tutor, career coach",bad for expat comparing to Google,no
Meta,5.0,1,more than 1 year,"Great company to work for, but its is a liberal censorship platform",2021-01-22,Advanced Business Analyst,"Dublin, Dublin",2,1,2,"Great colleagues, work gets done, exciting technical projects to work on, and day-to-day job is really exciting. Best working ethics and culture I have ever experienced.",Scary business. But what can we do.,
Meta,5.0,0,more than 1 year,Great place to work,2021-03-09,Senior Account Manager,"Dublin, Dublin",0,0,0,"Flexible culture, great place to work",Nothing comes to mind right now,
Meta,4.0,0,more than 3 years,"Smart people, highly competitive",2021-05-11,Anonymous Employee,Singapore,2,2,2,"You get to work with the smartest, most passionate people","Fast paced, highly competitive, they expect you to over-perform, over-achieve your targets every 6 months with constant performance evaluation.",
Meta,4.0,1,,amazing,2021-06-04,Computer Programmer,"London, England",0,0,0,"good work life balance, very good indeed",none it's just amazing to be here,
Meta,4.0,1,more than 3 years,Meaningful work,2021-05-18,EMEA Human Resources Business Partner,"London, England",2,1,2,Solving industry leading problems and partnering with great people,Lack of work life balance and overstretched team,More headcount end devolved responsibilities from the US
Meta,1.0,1,less than 1 year,wast,2021-07-19,IT Service Desk Analyst,Hyderābād,-1,0,-1,its for freshers only entry levels,low salary tooo much work,
Meta,2.0,0,more than 5 years,India experience doesn't live up to the hype,2021-03-14,Manager,Mumbai,-1,1,2,Good PTO policy. New phones and laptops. Free food and transport.,Tons of politics. India culture doesn't match global Facebook promise. Mediocre compensation. Very few opportunities for growth unless you want to leave India.,Make sure HR is open solving problems and actual wants to help employees. Benchmark pay to other companies. Promote from within instead of hiring outsiders to senior roles.
Meta,5.0,1,more than 1 year,Exciting and rewarding place to work,2021-01-14,Anonymous Employee,"London, England",2,2,2,"work with great minds for a company that really pushes to be at the forefront of development with high quality infrastructure. Excellent pay, benefits and opportunities. They really encourage growth and care for employees",can be a very overwhelming place to begin with,
