GE,5.0,0,more than 5 years,Great advancement opportunities,2021-12-22,Anonymous Employee,,0,0,0,"They really try to support your career advancement and interests
Coworkers are smart and there are plenty of learning opportunities",Lots of red tape to get things done,
GE,5.0,1,more than 5 years,"Very good compensation package, including 401K matching, and free training and/or tuition reimbursement",2021-12-21,Staff Lifecycle Operations Engineer,"Alpharetta, GA",2,2,2,"- Flexible work schedule, performance based vs. how much time you spend in front of the computer
- No pressure to return to the office but arrangements made for you to be able to do so, bonus and merit are performance based
- Benefits
- Training","- It is a large organization and it is still a great deal a challenge to stand out from the crowd. In like many other large corporations you need to put the extra effort in to create your own ""brand"" that fits well with the companies goals without compromising your own values, goals.
- I have been in my current role for 4 years, and promoted once recently (in role promotion) but little to no sight to what my next level opportunity is/could be. No visibility to in band promotions or what career growth/development path is available.",- Support Professional Development plans and leave some flexibility in those plans for creativity
GE,3.0,1,more than 10 years,none,2022-01-04,Field Engineer,,0,0,0,Good place to work for most part.,Low pay compared to other companies.,Fix the pay.
GE,5.0,1,,Good company,2021-12-20,Manager,"Redding, CA",0,0,0,Ok experience nothing much to say,Had to leave for unrelated reasons,
GE,5.0,1,,Great work life balance,2021-12-18,Commercial Leader,"Schenectady, NY",0,0,0,Interesting colleagues and fun atmospherr,Remote location away from the city,
GE,5.0,1,,Good,2021-12-19,Project Engineer,,0,0,0,Salary fairly compared with others,Hectic schedule compared with others,
GE,4.0,0,more than 10 years,Great Place to Work,2021-12-17,Region Sales Executive,"Salt Lake City, UT",2,2,2,Talented people who want to achieve great things,Global business so video meeting could occur at any time,
GE,4.0,1,more than 8 years,Great Work Culture,2021-12-17,Anonymous Employee,,2,0,1,"Great work culture, very flexible, great work-life balance",Salary for corporate employees is not competitive,
GE,4.0,0,,Good company to work for,2021-12-17,Control Engineer,,0,0,0,"Professional people
Travels paid
Gym membership
Good teams","- Low salary
- Okay benefit",
GE,3.0,0,more than 1 year,good benefits,2021-12-30,Marketing Specialist,,-1,0,-1,good work and life balance,not collaborative atmosphere to learn and grow,
GE,3.0,1,,GE,2021-12-31,Mechanical Engineer,"Cincinnati, OH",0,0,0,Impactful work that benefits the lives of many,Training for people leaders could be improved,
GE,4.0,0,more than 5 years,overalll great company,2021-12-12,Senior Manager,"Baltimore, MD",0,0,0,great engineers probably some of the best,too many workforce reductions happening,
GE,5.0,1,less than 1 year,Great place to work,2021-12-15,Human Resources,,2,0,0,"Supportive leadership.
Friendly culture.
Supports diversity and inclusion.
Interesting and meaningful work.",None that I can think of at tis time.,
GE,1.0,0,less than 1 year,Terrible,2022-01-20,Financial Analyst,,-1,0,0,Nothing- there are no pros,"antiquated practices, workaholic tendencies no support from management",
GE,4.0,0,more than 1 year,.,2021-12-15,Anonymous Employee,,2,2,2,Good culture in terms of compliance,Balance between work and quality of life,
GE,2.0,0,,Internship,2021-12-28,Analyst,"New York, NY",0,0,0,Very strong team of individuals,Unbalanced work life balance and long hours,
GE,4.0,1,,Technician Electrial,2021-12-08,Electrical Technician,"Tampa, FL",2,0,2,"Good Benefit's 401k with match, paid health insurance, job security,","Low pay, no flex hours",
GE,5.0,0,more than 1 year,Good training,2021-12-08,Financial Analyst,,2,0,1,"Good training & exposure to upper management, flexible (unlimited) time off, great benefits, move every 6 months for two years","Top heavy management, lack of communication & collaboration across businesses",
GE,5.0,1,,Great place,2021-12-08,SVP-Technology,"Jackson, MS",2,0,2,great salaries and benefits for all employees,managers move a lot and creates uncertainty,
GE,4.0,0,more than 5 years,Comparable,2021-12-08,Account Manager,,0,0,0,"All benefits considered, GE offered roughly a comparable package to the competition.","Company was so large, it was easy to get lost in the personnel. This could also be considered a Pro as there were countless other roles that one could transition to.",
GE,4.0,1,,Great people.,2021-12-07,Senior Finance Manager,"Reno, NV",2,0,1,"Great team, great product, great location.",Challenging to balance expectations with reality on the ground,
GE,4.0,1,more than 1 year,Decent place,2021-12-07,Technician,,0,0,0,Good time off package and leave,No training and you are pretty much on your own,
GE,5.0,0,more than 1 year,Great Place to Work,2021-12-07,Software Developer,,2,0,2,Great minds and good team members. Good healthcare and PTO policies.,Stringent on when employees would get in and out of office.,
GE,4.0,0,,Good enough,2021-12-06,Sales Representative,,0,0,0,"Smart people, good teams, fun work environment.",Lack of clear advancement opportunities.,
GE,5.0,0,,Good company,2021-12-05,Sales Associate,"Cincinnati, OH",2,0,2,Good bosses to work for,Part time work only here,Hire more full time workers
GE,2.0,0,,No loyalty,2021-12-21,Anonymous Employee,,0,0,0,Holiday pay that’s it that’s all,Team leads are rude and team up to get you fired.,
GE,2.0,0,,GE Finance Manager Review,2021-12-21,Finance Manager,,0,0,0,"Lots of Smart People
Diversity of Roles","Below Market Health Insurance Benefits
Below Market 401K Matching",
